source_id,designation,ra,dec,phot_g_mean_mag,bp_rp,parallax,parallax_error,pmra,pmra_error,pmdec,pmdec_error,ruwe,astrometric_excess_noise,astrometric_excess_noise_sig,visibility_periods_used,duplicated_source,astrometric_params_solved,astrometric_gof_al,astrometric_chi2_al,astrometric_n_good_obs_al,astrometric_n_bad_obs_al,astrometric_sigma5d_max,ipd_gof_harmonic_amplitude,ipd_frac_multi_peak,ipd_frac_odd_win,phot_bp_rp_excess_factor,p_member,is_reference_sample,fidelity_v2,pms_probability,is_ngc_candidate
4054618559611164288,Gaia DR3 4054618559611164288,263.6770643830179,-32.581668948056866,5.710342884063721,0.10796403884887695,1.1665960545745782,0.07069187611341476,2.621237985225208,0.08329730480909348,-0.7976120518953652,0.05847238376736641,0.9369331002235413,0.4046115279197693,135.61976623535156,13,False,31,-1.0808053016662598,3086.24169921875,159,1,0.11583337932825089,0.08509650826454163,39,0,1.2296992540359497,nan,False,nan,nan,False
