4054545579512054144 264.14156875  -32.91793869   0.8623   0.7635   2.1521   0.6262  -1.8959   0.4793  19.9559  21.1707  18.7642      ...      ...      ...  0.9341  0.5213  0.9793  0.5105 0  0.4697  1.3439   7.1487
4054547469293972096 263.87981941  -32.95045857   0.8776   0.5627   2.5900   0.6342  -1.5607   0.4045  19.5508  20.8093  18.5426      ...      ...      ...  0.6689  0.9421  0.9931  0.9356 1  0.4592  1.7341   6.6200
4054547636802171648 263.94141818  -32.93937968   0.8231   0.6587   2.2001   0.7999  -1.4177   0.6428  20.0641  21.6617  18.3752  13.7770  11.9670  11.2080  0.9648  0.5199  0.9793  0.5092 0  0.4697  1.3439   7.1487
4054548397023042304 264.00350243  -32.93218981   0.9074   0.0454   2.3814   0.0512  -1.8634   0.0382  15.6607  16.3666  14.8020  13.6780  12.8710  12.1190  1.0000  0.8471  0.9793  0.8295 1  0.2141  1.6008   6.5996
4054550389875364352 264.19698865  -32.93756138   0.7716   0.3834   2.5505   0.4161  -2.0249   0.3038  19.4800  20.7854  18.4586      ...      ...      ...  0.9248  0.5497  0.9793  0.5383 0  0.4697  1.3439   7.1487
4054552309719749504 264.18219031  -32.83583429   0.8653   0.0446   2.5941   0.0512  -1.8292   0.0367  15.8112  16.6186  14.9215  13.6230  13.0090  12.9690  1.0000  1.0000  0.9793  0.9793 1  0.0593  1.7741   7.0334
4054553615392972800 264.25595827  -32.81837907   0.7951   0.0267   2.5710   0.0272  -1.5853   0.0204  13.0438  13.2766  12.6498  12.0620  11.8670  11.8540  1.0000  0.9661  0.9793  0.9462 1  0.0000  2.0232   6.6585
4054554787934378496 264.10721087  -32.84937489   0.9381   0.0936   2.6359   0.1101  -1.5703   0.0799  17.2850  18.3403  16.2118  14.7490  14.5760  13.9120  1.0000  0.9171  0.9897  0.9076 1  0.1163  1.4810   7.3564
4054556123650823680 264.03521147  -32.80251030   0.8137   0.1027   2.5825   0.1181  -2.0180   0.0868  17.4837  18.8440  16.3304  14.3060  12.5070  12.0110  0.9971  0.5643  0.9793  0.5526 0  0.4697  1.3439   7.1487
4054558567493330944 264.21277296  -32.68354853   0.8060   0.7033   2.7139   1.0177  -1.9452   0.6756  20.2955  21.3303  19.0587      ...      ...      ...  0.8364  0.6575  0.9793  0.6439 1  0.1912  1.9959   6.5686
4054559082901825536 263.84372306  -32.96210671   0.9633   0.0747   2.8075   0.0848  -1.8340   0.0612  16.7118  17.8640  15.6425      ...      ...      ...  1.0000  0.6497  0.9793  0.6362 1  0.7553  1.3930   7.1435
